fold,val_accuracy,val_f1_macro,val_meta_f1,val_take_rate,val_trade_signal_rate,val_directional_acted_accuracy,val_primary_confidence_threshold,val_portfolio_total_return_pct,val_portfolio_sharpe_ratio_annualized,val_portfolio_max_drawdown_pct,val_portfolio_annualized_return_pct,val_portfolio_average_trade_return_pct,val_portfolio_n_executed_trades,val_paper_net_return_total_pct,val_paper_sharpe_ratio_annualized,val_true_side_class_0_pct,val_true_side_class_1_pct,val_pred_side_class_0_pct,val_pred_side_class_1_pct,val_pred_side_class_0_count,val_pred_side_class_1_count,val_trade_signal_class_0_pct,val_trade_signal_class_1_pct,val_trade_signal_class_2_pct,val_trade_signal_class_0_count,val_trade_signal_class_1_count,val_trade_signal_class_2_count,val_confusion_true0_pred0_count,val_confusion_true0_pred1_count,val_confusion_true1_pred0_count,val_confusion_true1_pred1_count,val_confusion_true0_pred0_row_pct,val_confusion_true0_pred1_row_pct,val_confusion_true1_pred0_row_pct,val_confusion_true1_pred1_row_pct,test_accuracy,test_f1_macro,test_meta_f1,test_take_rate,test_trade_signal_rate,test_directional_acted_accuracy,test_primary_confidence_threshold,test_portfolio_total_return_pct,test_portfolio_sharpe_ratio_annualized,test_portfolio_max_drawdown_pct,test_portfolio_annualized_return_pct,test_portfolio_average_trade_return_pct,test_portfolio_n_executed_trades,test_paper_net_return_total_pct,test_paper_sharpe_ratio_annualized,test_true_side_class_0_pct,test_true_side_class_1_pct,test_pred_side_class_0_pct,test_pred_side_class_1_pct,test_pred_side_class_0_count,test_pred_side_class_1_count,test_trade_signal_class_0_pct,test_trade_signal_class_1_pct,test_trade_signal_class_2_pct,test_trade_signal_class_0_count,test_trade_signal_class_1_count,test_trade_signal_class_2_count,test_confusion_true0_pred0_count,test_confusion_true0_pred1_count,test_confusion_true1_pred0_count,test_confusion_true1_pred1_count,test_confusion_true0_pred0_row_pct,test_confusion_true0_pred1_row_pct,test_confusion_true1_pred0_row_pct,test_confusion_true1_pred1_row_pct
0,0.5176470588235295,0.4950007245326764,0.6821705426356589,1.0,1.0,0.5176470588235295,0.0,0.5641305688230291,0.06840915838854099,2.027296840111505,3.367207837597075,0.0,0.0,-288.00000000000017,-10.395349988425995,0.5663101604278075,0.43368983957219254,0.6454545454545455,0.35454545454545455,1207.0,663.0,0.6454545454545455,0.0,0.35454545454545455,1207.0,0.0,663.0,682.0,377.0,525.0,286.0,0.6440037771482531,0.3559962228517469,0.6473489519112207,0.3526510480887793,0.5157894736842106,0.5134149753012802,0.6805555555555556,1.0,1.0,0.5157894736842106,0.0,-4.788914921155141,-3.268966030729935,8.306597472625953,-24.41210833059181,0.0,0.0,-96.99999999999976,-6.003922070105458,0.5167464114832536,0.48325358851674644,0.55311004784689,0.44688995215311006,578.0,467.0,0.55311004784689,0.0,0.44688995215311006,578.0,0.0,467.0,306.0,234.0,272.0,233.0,0.5666666666666667,0.43333333333333335,0.5386138613861386,0.4613861386138614
1,0.5293617021276595,0.4857995934036106,0.6922648859209795,1.0,1.0,0.5293617021276595,0.0,-2.7221538506471354,-2.3974231373136745,5.871265135187997,-14.563777704818525,0.0,0.0,-124.99999999999983,-6.467203336281071,0.5276595744680851,0.4723404255319149,0.7634042553191489,0.23659574468085107,897.0,278.0,0.7634042553191489,0.0,0.23659574468085107,897.0,0.0,278.0,482.0,138.0,415.0,140.0,0.7774193548387097,0.22258064516129034,0.7477477477477478,0.25225225225225223,0.5189873417721519,0.47824056933645975,0.6833333333333333,1.0,1.0,0.5189873417721519,0.0,4.497970208676505,3.2472649154241635,2.3214117754610295,28.025934129117115,0.0,0.0,-94.9999999999999,-4.967405845647205,0.5481986368062317,0.45180136319376824,0.7312560856864654,0.26874391431353456,751.0,276.0,0.7312560856864654,0.0,0.26874391431353456,751.0,0.0,276.0,410.0,153.0,341.0,123.0,0.7282415630550622,0.27175843694493784,0.7349137931034483,0.2650862068965517
2,0.5188059701492538,0.5187563985205337,0.6831761006289309,1.0,1.0,0.5188059701492538,0.0,-2.3274246514373598,-2.6949254937174234,3.398317918004029,-12.386821905825174,0.0,0.0,-245.00000000000006,-8.808804527054098,0.5874626865671642,0.41253731343283584,0.40238805970149255,0.5976119402985075,674.0,1001.0,0.40238805970149255,0.0,0.5976119402985075,674.0,0.0,1001.0,426.0,558.0,248.0,443.0,0.4329268292682927,0.5670731707317073,0.3589001447178003,0.6410998552821997,0.49814643188137164,0.4943495179029834,0.6650170120630993,1.0,1.0,0.49814643188137164,0.0,-0.7801064104811073,-0.9430295785447647,3.872035608242198,-4.3024736502446315,0.0,0.0,-320.0000000000003,-8.75099892987095,0.5699721964782206,0.43002780352177944,0.3433734939759036,0.6566265060240963,741.0,1417.0,0.3433734939759036,0.0,0.6566265060240963,741.0,0.0,1417.0,444.0,786.0,297.0,631.0,0.36097560975609755,0.6390243902439025,0.32004310344827586,0.6799568965517241
3,0.49443757725587145,0.48407265913177644,0.6617038875103392,1.0,1.0,0.49443757725587145,0.0,-3.4791667937442594,-2.605825793652296,5.514769563127376,-18.0325641258935,0.0,0.0,-319.00000000000017,-7.653765049943756,0.5706633704161517,0.4293366295838484,0.2875978574371652,0.7124021425628347,698.0,1729.0,0.2875978574371652,0.0,0.7124021425628347,698.0,0.0,1729.0,428.0,957.0,270.0,772.0,0.30902527075812275,0.6909747292418773,0.2591170825335892,0.7408829174664108,0.47322297955209347,0.47275796256163716,0.6424322538003966,1.0,1.0,0.47322297955209347,0.0,-3.3257625714868455,-1.9542272586080984,8.011479275726774,-17.795490150931602,0.0,0.0,-858.0000000000006,-15.475883534198262,0.5968841285296982,0.40311587147030187,0.37341772151898733,0.6265822784810127,1534.0,2574.0,0.37341772151898733,0.0,0.6265822784810127,1534.0,0.0,2574.0,911.0,1541.0,623.0,1033.0,0.37153344208809136,0.6284665579119086,0.37620772946859904,0.623792270531401
4,0.49094111726220435,0.48947448601846655,0.6585654008438818,1.0,1.0,0.49094111726220435,0.0,-2.4047962299518777,-1.332627439356068,8.066151750072194,-13.153508767128352,0.0,0.0,-834.000000000001,-16.547531533810616,0.5956215400100654,0.4043784599899346,0.4579768495218923,0.5420231504781077,1820.0,2154.0,0.4579768495218923,0.0,0.5420231504781077,1820.0,0.0,2154.0,1082.0,1285.0,738.0,869.0,0.45711871567384876,0.5428812843261512,0.45924082140634725,0.5407591785936527,0.49487418452935694,0.4937528222906282,0.6620947630922693,1.0,1.0,0.49487418452935694,0.0,1.722907261750195,1.1936095700182987,3.090520961274492,10.403216763447043,0.0,0.0,-760.0000000000013,-14.548173356201813,0.6076421248835042,0.3923578751164958,0.43942218080149115,0.5605778191985089,1886.0,2406.0,0.43942218080149115,0.0,0.5605778191985089,1886.0,0.0,2406.0,1163.0,1445.0,723.0,961.0,0.4459355828220859,0.5540644171779141,0.42933491686460806,0.5706650831353919
