fold,exp_dir,test_portfolio_total_return_pct,test_portfolio_annualized_return_pct,test_portfolio_sharpe_ratio_annualized,test_portfolio_max_drawdown_pct,test_portfolio_average_trade_return_pct,test_portfolio_n_executed_trades
0,/Users/alexanderhougaard/Desktop/DTU 4. semester/Fagprojekt_DayTrading/src/kvant/ml_framework/prepared/sb_L_12_w240_h2_fixedCUSUM0.01_fold00,10.578025702323357,50.0688841652702,2.840467166389135,8.685206512761745,10.578025702323366,20
1,/Users/alexanderhougaard/Desktop/DTU 4. semester/Fagprojekt_DayTrading/src/kvant/ml_framework/prepared/sb_L_12_w240_h2_fixedCUSUM0.01_fold01,-7.057365974218155,-25.366736476778527,-1.6187142338289968,8.301510014478515,-7.057365974218131,20
2,/Users/alexanderhougaard/Desktop/DTU 4. semester/Fagprojekt_DayTrading/src/kvant/ml_framework/prepared/sb_L_12_w240_h2_fixedCUSUM0.01_fold02,0.23803363730801053,0.954853218674856,0.014210104951425918,14.668979907111645,0.2380336373080316,20
3,/Users/alexanderhougaard/Desktop/DTU 4. semester/Fagprojekt_DayTrading/src/kvant/ml_framework/prepared/sb_L_12_w240_h2_fixedCUSUM0.01_fold03,-11.8393876452342,-40.94314337074208,-1.1679448300135478,30.411369584298054,-11.839387645234217,20
4,/Users/alexanderhougaard/Desktop/DTU 4. semester/Fagprojekt_DayTrading/src/kvant/ml_framework/prepared/sb_L_12_w240_h2_fixedCUSUM0.01_fold04,-31.0130231874841,-77.63525230594394,-3.4937652244696804,35.54011370184074,-31.013023187484105,20
