series,mean_pct,std_pct
True class 0,0.48277238857916693,0.007531764412120365
True class 1,0.517227611420833,0.007531764412120352
Pred class 0,0.5294552206462779,0.03602495616244457
Pred class 1,0.47054477935372213,0.036024956162444596
