run,path,folds,test_true_class_0_pct_mean,test_true_class_1_pct_mean,test_pred_class_0_pct_mean,test_pred_class_1_pct_mean,test_accuracy_mean,test_f1_macro_mean
tb1-cusum 1,results/grid_search/E2-grid-conv1d-w240-tb1-cusum1-nometa.csv,5,0.5181093656925594,0.4818906343074406,0.37151216490027805,0.6284878350997218,0.5035079556460806,0.4654559559076585
tb2-cusum 1,results/grid_search/E2-grid-conv1d-w240-tb2-cusum1-nometa.csv,5,0.5098775197464719,0.4901224802535281,0.5019547027364848,0.49804529726351515,0.5223194024692577,0.5154879284345156
tb4-cusum 1,results/grid_search/E2-grid-conv1d-w240-tb4-cusum1-nometa.csv,5,0.46123430564575363,0.5387656943542464,0.429766890404217,0.570233109595783,0.5037515425031962,0.4807892466861114
tb6-cusum 1,results/grid_search/E2-grid-conv1d-w240-tb6-cusum1-nometa.csv,5,0.4510303944275931,0.5489696055724069,0.4408012938509742,0.5591987061490257,0.46993986109659713,0.4479057127776168
Timebar 15m,results/main/E1_timebar_conv1d_nometa.csv,5,0.48277238857916693,0.517227611420833,0.5294552206462779,0.47054477935372213,0.5140887870238176,0.5136307362361935
