fold,val_accuracy,val_f1_macro,val_meta_f1,val_take_rate,val_trade_signal_rate,val_directional_acted_accuracy,val_primary_confidence_threshold,val_portfolio_total_return_pct,val_portfolio_sharpe_ratio_annualized,val_portfolio_max_drawdown_pct,val_portfolio_annualized_return_pct,val_portfolio_average_trade_return_pct,val_portfolio_n_executed_trades,val_paper_net_return_total_pct,val_paper_sharpe_ratio_annualized,val_true_side_class_0_pct,val_true_side_class_1_pct,val_pred_side_class_0_pct,val_pred_side_class_1_pct,val_pred_side_class_0_count,val_pred_side_class_1_count,val_trade_signal_class_0_pct,val_trade_signal_class_1_pct,val_trade_signal_class_2_pct,val_trade_signal_class_0_count,val_trade_signal_class_1_count,val_trade_signal_class_2_count,val_confusion_true0_pred0_count,val_confusion_true0_pred1_count,val_confusion_true1_pred0_count,val_confusion_true1_pred1_count,val_confusion_true0_pred0_row_pct,val_confusion_true0_pred1_row_pct,val_confusion_true1_pred0_row_pct,val_confusion_true1_pred1_row_pct,test_accuracy,test_f1_macro,test_meta_f1,test_take_rate,test_trade_signal_rate,test_directional_acted_accuracy,test_primary_confidence_threshold,test_portfolio_total_return_pct,test_portfolio_sharpe_ratio_annualized,test_portfolio_max_drawdown_pct,test_portfolio_annualized_return_pct,test_portfolio_average_trade_return_pct,test_portfolio_n_executed_trades,test_paper_net_return_total_pct,test_paper_sharpe_ratio_annualized,test_true_side_class_0_pct,test_true_side_class_1_pct,test_pred_side_class_0_pct,test_pred_side_class_1_pct,test_pred_side_class_0_count,test_pred_side_class_1_count,test_trade_signal_class_0_pct,test_trade_signal_class_1_pct,test_trade_signal_class_2_pct,test_trade_signal_class_0_count,test_trade_signal_class_1_count,test_trade_signal_class_2_count,test_confusion_true0_pred0_count,test_confusion_true0_pred1_count,test_confusion_true1_pred0_count,test_confusion_true1_pred1_count,test_confusion_true0_pred0_row_pct,test_confusion_true0_pred1_row_pct,test_confusion_true1_pred0_row_pct,test_confusion_true1_pred1_row_pct
0,0.5342465753424658,0.5272420647507877,0.6718576195773082,1.0,1.0,0.5342465753424658,0.0,2.180365655008898,1.5822039121087816,1.7041938658716913,13.539531875646006,0.04549119488478762,2387.0,159.28064188709817,2.58650957541995,0.5256360078277886,0.47436399217221137,0.5960861056751467,0.40391389432485325,1523.0,1032.0,0.6199516099013587,0.0,0.38004839009864133,3331.0,0.0,2042.0,838.0,505.0,685.0,527.0,0.62397617274758,0.37602382725241995,0.5651815181518152,0.43481848184818483,0.5024925224327019,0.4917228009135842,0.6625596184419714,1.0,1.0,0.5024925224327019,0.0,0.17808715880172077,-0.4268759372787466,3.0129298060896668,1.0199160731910295,0.004631277140556174,2023.0,19.95803317079019,1.0151315152694966,0.4955134596211366,0.5044865403788634,0.650049850448654,0.34995014955134596,652.0,351.0,0.7153046062407132,0.0,0.28469539375928676,2407.0,0.0,958.0,325.0,172.0,327.0,179.0,0.6539235412474849,0.3460764587525151,0.6462450592885376,0.35375494071146246
1,0.5254378648874062,0.5236232870734049,0.6838171388840605,1.0,1.0,0.5254378648874062,0.0,1.99735635036149,1.554524765888949,2.4434209939423748,11.939576313668265,0.046627118009131746,2134.0,131.1099935681407,2.6637048608039415,0.51209341117598,0.48790658882402,0.5496246872393661,0.45037531276063386,659.0,540.0,0.6384046487057581,0.0,0.3615953512942419,2417.0,0.0,1369.0,352.0,262.0,307.0,278.0,0.5732899022801303,0.42671009771986973,0.5247863247863248,0.4752136752136752,0.5938494167550371,0.5938475898093327,0.6962444771723122,1.0,1.0,0.5938494167550371,0.0,4.170399124583035,4.113346063071274,1.4310634251070997,25.78858370362682,0.09704780947421016,2110.0,208.6605502850245,4.30627703143973,0.5143160127253447,0.48568398727465534,0.4835630965005302,0.5164369034994698,456.0,487.0,0.6164925162383508,0.0,0.3835074837616492,2183.0,0.0,1358.0,279.0,206.0,177.0,281.0,0.5752577319587628,0.4247422680412371,0.3864628820960699,0.6135371179039302
2,0.5211618257261411,0.521016351792249,0.6820854566836535,1.0,1.0,0.5211618257261411,0.0,1.8322176266241774,1.635397475543915,1.177627953815582,10.733350273165865,0.03573314058739009,2557.0,104.26111945356733,2.3373235163326003,0.5029045643153527,0.4970954356846473,0.47966804979253114,0.5203319502074689,1156.0,1254.0,0.5316279992068214,0.0,0.46837200079317864,2681.0,0.0,2362.0,607.0,605.0,549.0,649.0,0.5008250825082509,0.4991749174917492,0.4582637729549249,0.5417362270450752,0.5253576072821846,0.5253558013642311,0.6802480070859167,1.0,1.0,0.5253576072821846,0.0,2.9084662212922163,3.006850079305294,1.4038332906196196,17.46750532443453,0.05629316420992332,2557.0,152.63169360420687,3.316042598533654,0.5227568270481144,0.47724317295188556,0.4752925877763329,0.5247074122236671,1462.0,1614.0,0.5211409395973154,0.0,0.47885906040268456,3106.0,0.0,2854.0,805.0,803.0,657.0,811.0,0.5006218905472637,0.4993781094527363,0.4475476839237057,0.5524523160762943
3,0.5070652173913044,0.49580283839001804,0.6701041350722879,1.0,1.0,0.5070652173913044,0.0,1.5279999432770364,1.1294621028650325,1.6107121101338804,8.88848949133152,0.028465898875009988,2689.0,116.8870020985753,2.804535852856581,0.5209239130434783,0.47907608695652176,0.32961956521739133,0.6703804347826087,1213.0,2467.0,0.4161471795651513,0.0,0.5838528204348488,2737.0,0.0,3840.0,658.0,1259.0,555.0,1208.0,0.34324465310380803,0.656755346896192,0.314804310833806,0.685195689166194,0.5143803843605036,0.4970386555443773,0.6801145560951314,1.0,1.0,0.5143803843605036,0.0,4.801794882452026,2.6878867205213677,2.4132535136008304,31.22278612280496,0.06710209724981595,3524.0,279.4045120102088,4.004609575261687,0.5025844930417495,0.4974155069582505,0.3117296222664016,0.6882703777335984,2352.0,5193.0,0.3525471698113208,0.0,0.6474528301886793,3737.0,0.0,6863.0,1240.0,2552.0,1112.0,2641.0,0.3270042194092827,0.6729957805907173,0.2962962962962963,0.7037037037037037
4,0.5338283828382838,0.5158853197864404,0.699398162812797,1.0,1.0,0.5338283828382838,0.0,8.32448745857237,4.483238192485852,3.341255021161329,58.92566662865788,0.11504242904105874,3495.0,532.1687314841673,5.93096658641055,0.5002750275027503,0.49972497249724973,0.3072057205720572,0.6927942794279428,2234.0,5038.0,0.40263029712615683,0.0,0.5973697028738432,4133.0,0.0,6132.0,1241.0,2397.0,993.0,2641.0,0.3411214953271028,0.6588785046728972,0.2732526141992295,0.7267473858007705,0.5236100533130236,0.5143643989949954,0.6862250744900298,1.0,1.0,0.5236100533130236,0.0,4.669315904080906,2.6332118387606354,2.9094863233663397,30.26465686497386,0.0660636331928155,3483.0,266.2952350936436,3.8309374994184795,0.5142168062960142,0.48578319370398576,0.3478040111703478,0.6521959888296522,2740.0,5138.0,0.42297627355198886,0.0,0.5770237264480111,4849.0,0.0,6615.0,1519.0,2532.0,1221.0,2606.0,0.37496914342137744,0.6250308565786226,0.3190488633394304,0.6809511366605696
